,Country,Year,Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage (% of GNI),GDP (current US$),GDP (current LCU),GDP growth (annual %),"Population, total",Total greenhouse gas emissions including LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),Total greenhouse gas emissions excluding LULUCF (% change from 1990),Total spending climate protection
58,Poland,2018,78.2214668399602,86.710107681179,1.40379559983298,7.43006016266856,0.0,1.05858067855021,12.9782873340822,19681150000.0,11.5744917342492,15.1,12220242697.027,2.1668488359998,921736345.539936,0.163438924819212,594616632477.019,2147587000000.0,6.2458584723942,37974750.0,369.2701,413.0762,10.8776542307718,329.5644,0.596416967949429,-11.2942002319089,-19.4552906259938,12534140000.0
57,Poland,2019,73.4511061785009,83.5530648584043,1.62450911042271,9.02322121130814,0.0,1.07873746859526,15.9761141059102,23534910000.0,14.3516049954875,15.6,12035083087.7647,2.10714690300415,921170216.9928,0.161281891925563,602683770144.88,2313929000000.0,4.58045817256199,37965475.0,369.4378,394.6734,10.3955870432281,312.0829,0.540043982017271,-15.9995338135879,-23.0436072069732,14328480000.0
56,Spain,2001,30.3911267772713,50.7227711027131,18.5836058906269,9.89594807571726,26.9907980138623,10.4356962497246,22.1453507092138,8407000000.0,3.561744818587,8.9,5720942633.56352,0.924013437387276,496204166.671864,0.0801440159533225,627798682378.741,700958000000.0,3.91908880808811,40850412.0,347.6873,394.7261,9.66272017036205,313.9155,0.308883172343298,35.4143435489402,32.5757390012571,16028947000.0
55,Spain,2002,33.6626508975264,58.5570175259542,10.7245938983715,13.2214197941629,25.7259615188344,11.6729468342648,15.6014876444677,11946000000.0,4.87689374609616,7.4,6302776294.26519,0.899460203233489,535473175.801592,0.0764166121477001,708938227243.923,749744000000.0,2.75545611564098,41431558.0,365.6821,412.2859,9.95101125571961,331.3246,0.317270928721096,42.9241410845122,38.4735082688943,18521349000.0
54,Spain,2003,29.1343505711414,53.4414244397904,16.8377405966875,15.1005347019248,23.7336309866286,9.2065391667242,22.698365208319,15279000000.0,5.86062461163149,8.9,6695965335.41737,0.743959807470582,662944852.367357,0.0736569411615824,907963217057.645,802683000000.0,2.9392895953076,42187645.0,375.9424,422.196,10.0075744924847,339.7315,0.316032136685776,46.5506419893149,41.8019905533857,18137091000.0
53,Spain,2004,28.6894497346182,57.0131512211848,12.3007850728996,19.8089822626387,22.7185381499711,8.51471922392794,19.1063241586719,19053740000.0,6.80553908577225,8.0,7403270927.17346,0.699023020550894,724897063.223197,0.0684453857906043,1069829382514.67,860059000000.0,3.1145314799161,42921895.0,391.8345,438.475,10.2156486800035,355.4424,0.320660001760255,53.3278836676107,47.2695804979104,19319340000.0
52,Spain,2005,27.4640152609977,62.6346983674677,7.82942230594764,26.8669049213997,19.5655648235362,8.3037781850702,15.9485519394185,23876980000.0,8.11912963347082,7.3,8154819304.93636,0.716726676786305,749039107.722111,0.0658330111785153,1154667551775.88,928122000000.0,3.5512255846125,43653155.0,404.8613,452.7822,10.3722674798649,370.4278,0.322718518309804,59.7921649911461,52.074906553215,22882052000.0
51,Spain,2006,22.700269485973,60.9021602289462,9.96163080755629,30.2445409889167,20.0782077012212,7.95734975405648,18.709395944019,26195970000.0,8.74776513646275,8.5,8381740516.86304,0.677537506922239,757669477.465328,0.0612461681198717,1261846683275.29,1004976000000.0,4.04343515605099,44397319.0,394.9955,445.0602,10.0244836856027,361.5215,0.302719057232093,55.9502369310473,49.481336336886,25008825000.0
50,Spain,2007,24.2854660901662,61.428117183889,10.0052776675987,31.0756279932734,18.0630632107232,6.06702310044942,20.1610868717199,30981210000.0,10.1558092041212,9.0,9134161858.80923,0.635273432426037,819354421.55187,0.0569854250229548,1476746276854.51,1077541000000.0,3.53350013165972,45226803.0,415.134,462.1211,10.2178590867898,374.6869,0.303035316269707,61.6294212929512,55.2115412195288,31743193000.0
49,Spain,2008,15.9272432894141,60.1651591353846,8.33253654090095,38.5003728988584,18.7956960459972,5.73754294711211,20.6921098426176,38779150000.0,12.3595733017166,9.7,8702673551.04103,0.548523243703614,868085270.984135,0.0547147891804569,1636115447612.5,1112432000000.0,0.767165748290694,45954106.0,380.0007,426.9132,9.28999032208352,343.0931,0.275370666733148,48.0007419597659,43.3863455682092,31723634000.0
48,Spain,2009,12.5375059398547,55.6398072092865,9.89817391894644,36.5711764306564,17.9081528748897,6.53112483877537,26.077998778087,47669000000.0,16.1798248591406,12.2,7939748188.60712,0.54273433219563,771148674.926888,0.0527131152232943,1496587590847.66,1072990000000.0,-3.76813306940053,46362946.0,343.4514,388.3204,8.37566275447639,303.7758,0.253361110580516,31.0403613171511,30.4242714106409,32619929000.0
47,Spain,2010,8.72989815174097,45.6794913888309,15.0935073807652,31.4568844581082,20.5586896032528,5.49270877898165,33.4905995151346,55472200000.0,18.3970921343694,14.4,7809004788.85035,0.557236006528435,702322882.840649,0.0501164500611451,1427989078916.67,1077145000000.0,0.0941223116369514,46576897.0,327.2793,375.2444,8.05644910179396,291.2431,0.242679923896759,25.6341059924035,26.0324656415761,35212073000.0
46,Spain,2011,15.3569714851606,49.4563497330243,11.2000462825892,29.0994973574683,19.6421947476067,4.99988089039534,30.5731384019575,56927250000.0,19.3730921193682,14.7,8184909228.76206,0.562698870053283,712297076.632008,0.0489692370386505,1487568659241.25,1068690000000.0,-0.639920636520344,46742697.0,326.4866,374.8281,8.01896604297352,293.1618,0.245851948638424,26.4617793661852,25.8926439268574,31378586000.0
45,Spain,2012,18.8168357093407,48.6022893015815,8.12009759441857,24.6365414473817,20.6581574012461,5.14891214485915,30.4410803944105,66417870000.0,22.3209827999919,15.8,8366231629.09229,0.636624376736862,633775036.613814,0.0482268069500518,1330994811670.31,1035964000000.0,-2.86511368637748,46773055.0,321.0466,367.7986,7.86347182154341,287.3971,0.248126654876022,23.9750494460106,23.5316620781544,22330413000.0
44,Spain,2013,14.470418126884,39.43234452843,14.3723895515543,20.1434718220361,19.8598891576895,4.81845457950993,40.4694798533773,74541380000.0,26.097090301823,16.9,7848926907.8588,0.582900375466584,614517819.462785,0.0456371516642754,1362186923157.65,1025652000000.0,-1.42732224757626,46604197.0,293.2674,339.5662,7.28617210162424,260.5978,0.22824707970189,12.4145829603763,14.0493114208781,19050413000.0
43,Spain,2014,16.2493856480203,38.2742180241005,15.4149431926213,16.9589846062228,20.5579212840225,5.06584776985747,40.9223064477361,71101520000.0,25.5073632551148,17.3,8113305822.40028,0.593598553584518,586097183.334009,0.0428809720603015,1380244561361.96,1038949000000.0,1.52048593647231,46460733.0,288.6055,337.5087,7.26438603540758,258.0155,0.222600734643275,11.300651155969,13.3582636715778,20958882000.0
42,Spain,2015,18.7518466702977,43.5778591795978,11.1665260527356,18.6884814051426,20.3608972236758,6.13753110415754,35.7115563292288,68949690000.0,24.5450302764933,16.3,8911577998.98224,0.74518125137793,480915862.304588,0.0402139199275995,1206164777553.12,1087112000000.0,4.06086672473866,46422303.0,297.9821,350.2353,7.54454814531713,275.0786,0.228060547878073,18.6611939944396,17.6327172736411,22169574000.0
41,Spain,2016,13.6306233190548,39.0121228222775,14.5084452143785,19.2232804771974,21.3388603600817,6.15821902602531,39.3497749034651,68256770000.0,24.8413296890865,16.7,8871231210.81264,0.717385019727654,445343488.168844,0.0360133491567878,1243015667917.12,1122967000000.0,2.91515598595787,46458139.0,289.1229,341.6246,7.35338537774834,266.5311,0.214714766480391,14.9740421924911,14.7406614510894,18642607000.0
40,Spain,2017,16.8098039357913,45.752667503246,7.64164424102188,23.224868166223,21.0495201758267,5.71799540123166,32.8920740155082,69622000000.0,25.2504297744863,15.2,9857533560.39174,0.750341852822401,446306025.933311,0.0339721988642456,1321754088818.83,1170024000000.0,2.89604207865007,46571232.0,301.9761,355.273,7.62859354891019,281.6954,0.220543928668578,21.5154959591232,19.3247178795464,21291972000.0
39,Spain,2018,14.1066561730284,40.523661696763,13.4096308279772,21.1344788888403,20.3190357512425,5.28252663489426,38.7586900441607,69571000000.0,25.3490592161835,16.9,10070505114.8907,0.70732174142055,477560623.866626,0.0335424100632011,1431642809327.06,1212276000000.0,2.39541124478878,46782011.0,294.5013,348.2492,7.44408358161431,275.1301,0.21036474727767,18.6834096502221,16.965650476613,22717024000.0
38,Spain,2019,5.11679481220975,40.4630073520532,9.83469773875875,30.6316032160201,21.353158382036,4.71460932382336,37.7724998810643,76342000000.0,27.9378021423056,16.7,9786125233.62086,0.700617233399395,464081907.355438,0.033224976611277,1403496387686.27,1253710000000.0,1.96117850841711,47118501.0,277.3576,329.7538,6.99839326382645,257.7259,0.193267164603714,11.175725837239,10.7536434086136,24249122000.0
37,Switzerland,2001,0.0,1.50760012701393,58.9275606422487,1.16797592257673,37.0148965250645,0.339624204437204,60.1687076332611,899000000.0,1.24114699101238,18.7,876218867.347579,0.294251249636765,248111192.678098,0.0833205392111672,286582672434.226,483636918000.0,1.57566198688916,7229854.0,54.9013,55.1088,7.62239458777452,46.2235,0.0858875201762862,3.15558084781129,0.809641057911459,6079508000.0
36,Switzerland,2002,0.0,1.66093161132711,54.9343820291668,1.3227867900076,40.56844080976,0.33814482131951,56.3286708078235,936000000.0,1.39428877865666,18.2,878055831.23159,0.276451768271194,251061570.251986,0.0790455601709887,309301422430.386,482077197000.0,-0.0732172569941127,7284753.0,50.7111,53.4659,7.33942523514524,44.5979,0.0829277230629242,-0.472221292359876,-2.19568947539797,6607334000.0
35,Switzerland,2003,0.0,1.73467873571747,54.6208636296186,1.3711233120641,40.7879507345303,0.363555423653361,56.0617302270367,971000000.0,1.44086659741801,18.0,942217671.534972,0.244214209411174,297275340.284204,0.0770510513634002,362075086507.76,487606519000.0,-0.0323984255438887,7339001.0,52.5951,54.6994,7.45324874598055,45.8877,0.0853536994945027,2.4061861881967,0.0607322257628828,6664947000.0
34,Switzerland,2004,0.0,1.74582602729283,54.0794388960891,1.43935351071129,41.1039109552489,0.306472516581535,55.6087520012198,1003000000.0,1.52931310513075,18.1,998987069.329334,0.232585961154976,299490379.9506,0.0697278873932207,403912891033.374,502265680000.0,2.70170912949028,7389625.0,50.4659,55.3446,7.48950048209483,46.4294,0.0840894398482661,3.6150816233165,1.24098620354076,6784170000.0
33,Switzerland,2005,0.0,1.81565182403433,55.46875,1.45855686695279,39.1312365879828,0.357094957081545,57.2341067596567,1053000000.0,1.76535675965665,18.7,1066757354.31688,0.23490102697473,282907874.433316,0.0622965944173688,418284865884.998,520848315000.0,2.74969910618739,7437115.0,53.6142,56.0667,7.53877007414838,47.0618,0.0829538148931673,5.02638949329941,2.56191211388388,6818354000.0
32,Switzerland,2006,0.0,1.5376689874801,51.3316057323051,1.22701301945112,43.4278310281308,0.310655968028974,53.1768085172812,1182000000.0,1.84520278497612,18.1,1115341904.82643,0.234717825780148,284247503.554078,0.05981838907777,441634672196.523,553721552000.0,4.0736284178369,7483934.0,54.8425,55.465,7.41120913145413,46.6288,0.0789734975398678,4.06007654626808,1.46123198612671,7368658000.0
31,Switzerland,2007,0.0,1.34854619065145,54.0831799779168,1.09238130290762,41.1115200588885,0.256164887743835,55.894000736106,1230000000.0,1.81082075818918,19.3,1121296447.24188,0.226280566433129,308855452.278013,0.0623278410088045,490740715594.802,589085155000.0,3.91637577227581,7551117.0,51.8385,53.4591,7.07962808681153,44.6476,0.0727681376608231,-0.361307312065529,-2.20812860597591,7654628000.0
30,Switzerland,2008,0.0,1.24312798270935,55.0254572883274,1.06035770753855,40.1804493827877,0.182770275170803,56.8966767722189,1290000000.0,1.87121948389156,19.6,1206624751.4221,0.226382666374645,345103638.270371,0.0647471235072547,567267767519.158,614407719000.0,2.8079835919566,7647675.0,53.1448,55.0644,7.20014906491189,46.0179,0.0729529900097264,2.69674957319317,0.728420852373124,7363917000.0
29,Switzerland,2009,0.0,1.1890328517799,54.7875370659811,1.03857783490849,40.4417242437079,0.150455016871412,56.7025518923735,1311000000.0,1.91501482639244,20.0,1206055169.34934,0.212583432842804,356695266.407504,0.0628723346483346,554212916092.271,603039074000.0,-2.29737452570922,7743831.0,50.923,53.2433,6.87557618444927,44.6539,0.0724551836392281,-0.347247793436656,-2.60288807343478,8136863000.0
28,Switzerland,2010,0.0,1.61321241613212,55.7752709577527,1.51441421514414,38.8394897883949,0.098798200987982,57.8559315785593,1411000000.0,2.08066062080661,20.6,1292022321.51717,0.203005257985034,353426237.019589,0.0555310718940144,598851027947.721,624545118000.0,3.24339715656356,7824909.0,52.7394,55.0062,7.02962807618593,46.335,0.072821051749091,3.40441201084591,0.621956528897183,8009375000.0
27,Switzerland,2011,0.0,1.56600591120808,52.8171084598363,1.48708664097922,41.3320334865296,0.0789192702288659,55.3378827971465,1629000000.0,2.52077433731025,20.6,1228631222.27193,0.168650461130408,416107463.926358,0.0571178026399308,715888126682.396,635738744000.0,1.81310830459596,7912398.0,47.5782,50.9946,6.44489824702953,42.2986,0.0652935191611182,-5.60349925796985,-6.71639879852633,8380598000.0
26,Switzerland,2012,0.0,1.3788857228769,57.7113074356735,1.30586062228841,36.4280702759203,0.0730251005884964,60.4690788814273,1926000000.0,2.75777144575381,21.9,1321098478.15495,0.187106617014843,386636054.626197,0.0547591003950799,686420221557.99,643645589000.0,1.17925385250513,7996861.0,51.8713,52.3534,6.54674377859012,43.609,0.0665317181298133,-2.67911938316652,-4.23076782362777,8782503000.0
25,Switzerland,2013,0.0,1.1365578533584,56.9233179513474,1.07531476100951,37.0164644220361,0.0612430923488862,60.0794735942574,2216000000.0,3.15615564291004,21.8,1407124015.2928,0.193659964192507,383696218.055715,0.0528074249617636,706234937370.968,654611669000.0,1.79214400716117,8089346.0,53.3252,53.6132,6.62763096052512,44.6168,0.0668708383268687,-0.430042736473302,-1.92623595567279,9491414000.0
24,Switzerland,2014,0.0,0.748505080635045,55.3378029912326,0.701113697503589,38.4107160280445,0.0473913831314553,59.0078474555009,2633000000.0,3.67004446426829,22.2,1339759450.14232,0.182114127637956,373213214.063107,0.0507310464537799,726537809429.524,665618375000.0,2.34988141500179,8188649.0,45.9092,49.9621,6.10138497815696,40.9097,0.0599069625256878,-8.70306519822805,-8.60513443407445,9518562000.0
23,Switzerland,2015,0.0,0.981058479359357,58.9226086699566,0.929346059513608,34.1139446233858,0.0517124198457492,63.1393871339499,2854000000.0,4.21677846399338,23.9,1359269498.20227,0.19123309627254,333327440.380944,0.0468952173067616,694118186379.628,668006382000.0,1.64462750849488,8282396.0,50.4359,49.3178,5.95453296364965,40.233,0.0579627515738303,-10.2132360325378,-9.78374205633463,10055495000.0
22,Switzerland,2016,0.0,1.41052431610942,58.0816236068896,1.35986575481256,33.4758105369808,0.0506585612968592,63.1348150962513,3192000000.0,5.0531914893617,24.1,1424611292.66994,0.205668042780661,297433679.567499,0.0429398552773304,687895460902.713,677848331000.0,2.06868969039562,8373338.0,46.5413,49.81,5.94864318148867,40.7897,0.0575737540597872,-8.97086555306351,-8.88336851656051,10274551000.0
21,Switzerland,2017,0.0,1.20138206485561,58.6933781342125,1.1459092782198,32.2946714426094,0.0554727866358132,64.5196056677339,3676000000.0,5.82622753352141,25.0,1448041520.71199,0.208369643177971,273476202.598746,0.0393525585683126,695200834102.045,684558468000.0,1.36279965488859,8451840.0,47.0113,48.8921,5.78478769120097,39.8069,0.0554311383628354,-11.164150459166,-10.5624682161921,9957005000.0
20,Switzerland,2018,0.0,0.930360424232778,54.6959327478188,0.897081591017609,36.9134605645826,0.0332788332151694,60.3316308075181,3895000000.0,5.63569805969933,24.2,1468419368.77008,0.207953032167109,282251804.640235,0.0399716319859886,725568717468.001,709521556000.0,2.86044579439036,8514329.0,48.6611,47.5976,5.590293727198,38.5013,0.0521221631513758,-14.0778183197759,-12.9304762357727,9989536000.0
19,Switzerland,2019,0.0,0.873647683200653,55.7406273389127,0.834183847043614,35.9488330951895,0.0394638361570389,61.4615227597469,4204000000.0,5.72089542083418,24.8,1524316102.16701,0.216073361668277,276579096.517923,0.039205368930266,721369112726.724,716878590000.0,1.14198218965691,8575280.0,44.203,47.4035,5.52792445261263,38.3792,0.0513702281590187,-14.350305180821,-13.2855402424167,10840386000.0
18,United Kingdom,2001,34.5768719999792,72.8204288584133,1.68352005904535,36.8786529760466,23.4138709786402,1.36490388238749,3.1110556694708,5493000000.0,1.42753561042545,0.8,10581774077.7396,0.638442277134574,1428340579.10458,0.0861777056614353,1649827263567.01,1146135000000.0,2.57278043964686,59119673.0,696.0138,698.0871,11.8080338502549,562.9085,0.239415128858407,-3.33829026923719,-8.21991865723301,16582182000.0
17,United Kingdom,2002,32.4550802332368,73.0171518879472,1.92100112073462,39.322807724289,22.685321475238,1.23926393042149,3.55820331262298,6340000000.0,1.63720219188836,1.0,10696884063.1312,0.592175232960962,1535700162.70389,0.0850157481599513,1785729916067.15,1191439000000.0,1.79566074059649,59370479.0,674.5847,677.4596,11.4107147425912,546.9059,0.228505746722053,-6.08623007852681,-10.9318920311829,16746635000.0
16,United Kingdom,2003,35.1187097875931,73.6610932249785,1.4969939577798,37.3886860305677,22.2718346149403,1.15369740681771,3.35310574136485,7391000000.0,1.85611178358505,0.9,11410835457.3187,0.548605179002209,1775407583.36514,0.0853572728059283,2054422857142.86,1258334000000.0,3.15234651882265,59647577.0,683.7334,686.8015,11.5143235407534,560.427,0.226999267978011,-3.76440931468931,-9.70367804198875,24166363000.0
15,United Kingdom,2004,33.8306335945492,74.8811327987165,1.90187522053578,39.8716005757412,20.3080773848962,1.17889862842608,4.26119560223087,9294000000.0,2.35932038169509,1.1,11981668050.1318,0.490504317815254,1959764258.38985,0.0802286314908933,2421525082387.4,1322637000000.0,2.45790443810543,59987905.0,678.1,681.9457,11.3680532767397,560.9379,0.221755664172403,-3.67667841792465,-10.3420879466901,26023268000.0
14,United Kingdom,2005,34.2246633664361,73.8824066915021,1.97110122603902,38.3174848627861,20.4887085923144,1.34025846227997,4.98749861932543,12016000000.0,3.01639739328641,1.4,12585177515.1543,0.48949719238928,1975685073.5437,0.0768437549156964,2543180000000.0,1398749000000.0,2.73266076681189,60401206.0,668.7374,672.9441,11.1412361534636,559.3283,0.215237626585766,-3.95307624809178,-11.5255614419245,27639127000.0
13,United Kingdom,2006,37.8773767751874,74.8793048766367,2.12594580172271,35.4478682648597,18.991799276081,1.55405983658963,5.52730805825585,13513000000.0,3.40136225653314,1.6,13293364914.0816,0.492506268396076,2073396102.30371,0.0768173132876885,2708441582336.71,1472038000000.0,2.38069403532468,60846820.0,662.132,666.7188,10.9573318704248,559.7568,0.210393689570361,-3.87949494203649,-12.3440245540248,29594041000.0
12,United Kingdom,2007,34.64741740145,77.6992104911687,2.2518515531879,41.7794566425337,15.882911783161,1.27233644718506,5.93404211889756,14612000000.0,3.68219056570966,1.8,13662098133.987,0.445827232810964,2297960306.10413,0.0749879904486433,3090510204081.63,1544637000000.0,2.62487995340285,61322463.0,647.7525,652.9615,10.6479985971862,550.2287,0.201522670178532,-5.51564439880553,-14.1527474383997,31200029000.0
11,United Kingdom,2008,32.3421785518665,79.3827290657875,2.37352554690092,45.3153085968941,13.4969514468734,1.7252419170269,6.77161952616921,17103000000.0,4.3980939792683,2.4,13830561487.2019,0.478115748702392,2182702874.88697,0.0754549712379451,2929411764705.88,1593600000000.0,-0.248797260756646,61806995.0,624.5758,630.4242,10.1998843334804,533.7479,0.195974113206603,-8.34569991534288,-17.1158092500938,34954146000.0
10,United Kingdom,2009,27.718744194687,73.4961917146573,2.36538308431305,44.1864600196385,18.3376237361004,1.59098750033173,7.78668294365861,20428000000.0,5.42129985934556,3.0,12883276568.8545,0.537409474880635,1803738448.66308,0.0752406522779651,2412840006231.5,1548802000000.0,-4.62055370768425,62276270.0,570.8223,576.7393,9.26098014540691,483.3614,0.186071430951648,-16.9979857439439,-24.1739607169786,33411560000.0
9,United Kingdom,2010,28.4043470310092,75.7208913503488,1.7610177904334,45.8875623710128,16.2331826850231,1.42898194832676,7.66320959272708,22593000000.0,5.90219180229369,3.2,13787287426.8908,0.55316655935344,1765660452.31763,0.0708409339091614,2485482596184.71,1608553000000.0,2.23331508815346,62766365.0,584.5571,590.5808,9.40919232776982,500.6285,0.188508465255936,-14.0329081014993,-22.3541677485855,33242536000.0
8,United Kingdom,2011,29.7445597671442,70.4473125643764,2.33643970833231,39.8145958858876,18.7469595301574,0.888156911344655,10.3583881637057,29517000000.0,8.02194845537338,4.0,13291230883.3575,0.49638998600746,1753565893.79822,0.0654907402575925,2663805834828.07,1662590000000.0,1.13836239840663,63258810.0,540.3708,547.057,8.64791797379685,459.0174,0.170894670559474,-21.1782968632212,-28.0764019860414,34340014000.0
7,United Kingdom,2012,39.5783031591554,67.9846066369457,2.27329537182773,27.5149497463281,19.3392170920168,0.891353731462177,12.1419134027188,35927000000.0,9.86861803089111,4.2,14533947268.2394,0.54206669964215,1642461775.08835,0.0612582265009403,2707089726614.64,1713715000000.0,1.50899834668228,63711000.0,562.1668,568.7107,8.9264130212993,481.19,0.17648647199578,-17.3708549340688,-25.229510319698,41291513000.0
6,United Kingdom,2013,36.7618935948654,64.1395656580038,2.12313335957588,26.7567846743552,19.7114995379637,0.620887388783267,15.6690312872525,48521000000.0,13.5458979276767,5.2,14667967489.6839,0.535937619275028,1596082042.14093,0.0583175828848983,2784853502534.29,1781361000000.0,1.79992149702836,64139000.0,549.5652,556.2196,8.67209654032648,470.1718,0.169396316546559,-19.2628818801097,-26.8717612280168,32126049000.0
5,United Kingdom,2014,30.0992262660898,60.5428277857234,2.59717570836776,29.8750714363972,18.8760870917021,0.568530083236357,19.9592553440347,58634000000.0,17.362079635667,6.6,13993566796.8057,0.464836527500492,1619031774.65427,0.0537807922005303,3064708247921.43,1862514000000.0,3.19463731938923,64620000.0,509.1862,516.1183,7.98697462086041,430.4962,0.150300206874661,-26.0759098066623,-32.1440267890774,33655530000.0
4,United Kingdom,2015,22.7677607348352,52.9457008889612,2.67309598118538,29.5457570961587,20.8096794710607,0.63218305796737,25.4710311062464,77065000000.0,22.797935125061,7.7,13946681758.9912,0.485769843698995,1496690731.58491,0.0521304805911287,2927911140916.73,1916451000000.0,2.22288842280334,65088000.0,494.0052,501.0783,7.69847437315634,415.856,0.142031632787119,-28.5899005579129,-34.1213909652601,38015027000.0
3,United Kingdom,2016,9.32108905665301,52.3893537655006,2.46971053770838,42.5078429395753,21.2681544036104,0.560421769272282,25.4852540875207,77619000000.0,23.0155435498123,7.7,13675478899.0203,0.518690200770757,1351025129.97751,0.0512423368197057,2689106566899.61,1991645000000.0,1.92171009934007,65607000.0,471.5009,478.2401,7.28946758730014,393.3439,0.131809837740342,-32.4556408614079,-37.1240132078461,36379176000.0
2,United Kingdom,2017,6.90041460573928,47.9048925848104,2.59402718794176,40.5255624146117,20.8446813996426,0.478915564459486,30.154491759748,92997000000.0,27.5604645718062,8.8,13732073065.2341,0.517311825859217,1289338850.37298,0.0485717073940066,2680148052335.3,2082482000000.0,2.65650487566202,65966000.0,460.0367,467.0427,7.08005184488979,381.2854,0.12446266843464,-34.5263063901544,-38.5961766138559,37031577000.0
1,United Kingdom,2018,5.3369544621992,45.3868201736578,2.38832095713293,39.5463964654895,19.5682315116408,0.503469245969088,33.7661243996114,104329000000.0,31.3778034424785,10.2,14132949346.2785,0.49782797945177,1394769917.90655,0.0491302609963975,2871340347581.79,2152304000000.0,1.40519025981538,66289000.0,451.7301,458.1399,6.91125073541613,373.2205,0.120141828720244,-35.9111975808321,-39.7666605093159,36935364000.0
0,United Kingdom,2019,2.45615988076353,43.7637411059677,2.37761718786237,40.8394172998012,17.3730870679765,0.468163925402995,37.5205246899264,113649000000.0,35.1429075020641,11.4,14228581584.7635,0.49821995009398,1361952927.83638,0.0476893719654818,2851407164907.81,2233921000000.0,1.62447518038404,66631000.0,434.0307,440.5967,6.61248818117693,357.3326,0.113188699858875,-38.639441297229,-42.0731296060983,37018373000.0
